Gender,Race,Age,EmploymentLength,AnnualIncome,MonthlyDebt,RequestedAmount,CreditScore,PriorDefaults,DTI,LoanToIncome,Approved
0,0,39,12.0,70141,1530.0,35400.0,524,0,0.2617584579632455,0.5046976803866497,1
0,0,57,17.0,85585,2280.0,41800.0,709,0,0.31968218729917625,0.48840334170707483,1
0,0,39,5.0,63278,720.0,28100.0,622,0,0.13654034577578306,0.44407218938651666,1
0,0,53,13.0,88487,520.0,45200.0,614,0,0.07051883327494435,0.510809497440302,1
0,0,67,21.0,93770,1140.0,33800.0,710,0,0.14588887703956488,0.36045643596032845,1
0,0,36,0.0,31198,1090.0,17900.0,562,1,0.41925764472081545,0.573754727867171,1
1,0,43,6.0,50457,890.0,25100.0,545,1,0.21166537844104882,0.49745327704778325,1
0,0,27,6.0,50239,940.0,26900.0,510,1,0.22452676207727065,0.5354405939608671,0
1,0,46,16.0,66735,860.0,36500.0,646,0,0.15464149247021802,0.5469393871281936,1
1,1,52,17.0,54438,1450.0,10700.0,619,0,0.31962967045078805,0.19655387780594438,1
1,0,32,9.0,48252,950.0,8600.0,584,0,0.23625963690624222,0.17823095415734064,1
0,1,28,4.0,18000,240.0,9900.0,594,0,0.16,0.55,1
0,1,25,0.0,21306,220.0,6000.0,553,0,0.1239087580963109,0.28161081385525205,1
0,1,62,16.0,89013,2190.0,39300.0,663,0,0.2952377742576927,0.4415085436958647,1
0,1,48,4.0,60465,1420.0,22500.0,626,0,0.28181592656908955,0.3721161002232697,1
1,0,25,7.0,18000,150.0,5000.0,564,0,0.1,0.2777777777777778,1
0,1,46,7.0,50188,1660.0,8500.0,543,1,0.396907627321272,0.169363194389097,1
0,1,25,0.0,32391,470.0,18300.0,585,0,0.17412244141891267,0.5649717514124294,1
1,0,42,13.0,46187,190.0,21000.0,531,1,0.049364539805572996,0.45467339294606707,0
1,0,35,0.0,30736,1110.0,12700.0,522,0,0.4333680374804789,0.4131962519521083,1
1,0,33,1.0,49592,980.0,30900.0,531,1,0.2371350217777061,0.6230843684465236,1
0,1,48,13.0,57290,1440.0,13600.0,576,0,0.30162331995112585,0.23738872403560832,1
0,1,53,16.0,90783,3410.0,25300.0,631,1,0.4507451835696111,0.27868653822852296,1
0,0,63,17.0,80205,870.0,42400.0,715,0,0.13016644847578082,0.528645346300106,1
0,0,43,9.0,78018,2000.0,41900.0,553,0,0.3076213181573483,0.5370555512830373,1
0,0,53,19.0,84502,2750.0,29800.0,575,0,0.39052330122363965,0.35265437504437763,1
0,0,63,20.0,83060,950.0,52000.0,645,1,0.1372501805923429,0.6260534553334939,1
0,1,38,10.0,67558,2390.0,41800.0,645,0,0.4245241126143462,0.6187276118298352,1
0,0,50,15.0,61222,410.0,9600.0,749,0,0.08036326810623633,0.15680637679265624,1
0,0,46,9.0,53948,1070.0,12700.0,609,0,0.23800696967450138,0.2354118781048417,1
1,0,36,15.0,64379,650.0,36100.0,560,1,0.12115752030941766,0.5607418568166638,1
1,1,33,0.0,26569,740.0,8400.0,523,1,0.3342240957506869,0.31615792841281193,0
1,0,59,22.0,90687,1010.0,17900.0,602,0,0.1336464983955804,0.19738220472614598,1
0,1,53,17.0,68680,1010.0,37300.0,677,0,0.17647058823529413,0.5430984274898079,1
0,0,46,12.0,53607,650.0,20200.0,587,1,0.14550338575186075,0.3768164605368702,1
0,0,21,1.0,23672,210.0,9400.0,483,1,0.10645488340655627,0.3970936127069956,1
1,0,58,15.0,91944,1210.0,22400.0,715,0,0.1579222135212738,0.2436265552945271,1
1,0,22,4.0,18000,370.0,8600.0,522,1,0.24666666666666667,0.4777777777777778,0
0,0,26,3.0,58233,1150.0,24800.0,576,0,0.2369790325073412,0.4258753627668161,1
1,1,66,16.0,79790,1490.0,20200.0,739,0,0.22408823160797092,0.25316455696202533,1
0,1,58,19.0,72938,1030.0,23400.0,679,0,0.16945899256903124,0.32082042282486495,1
1,1,62,23.0,59275,1020.0,26600.0,701,1,0.20649514972585406,0.44875579924082665,1
1,0,44,2.0,22951,110.0,14100.0,653,0,0.05751383381987713,0.614352315803233,1
1,1,38,17.0,50829,700.0,31000.0,602,1,0.16525998937614353,0.6098880560310059,1
1,0,47,7.0,49575,920.0,14600.0,658,0,0.2226928895612708,0.2945032778618255,1
1,0,61,13.0,76912,1830.0,39800.0,561,1,0.2855211150405658,0.5174745163303516,1
0,0,28,0.0,56229,1270.0,30200.0,510,1,0.2710345195539668,0.5370894022657348,0
1,0,48,12.0,70051,600.0,38800.0,652,0,0.10278225864013361,0.5538821715607201,1
0,1,30,0.0,27655,690.0,12000.0,473,1,0.29940336286385827,0.43391791719399747,0
1,0,37,2.0,54402,1200.0,8400.0,573,0,0.264696150876806,0.15440608801147016,1
1,0,49,9.0,61707,2170.0,32800.0,595,1,0.42199426321162914,0.5315442332312379,1
1,0,26,3.0,51696,300.0,10500.0,529,1,0.06963788300835655,0.2031104921077066,1
0,0,34,7.0,42834,830.0,8900.0,537,0,0.2325255638044544,0.20777886725498435,1
1,0,42,14.0,48026,1500.0,21700.0,556,0,0.3747969849664765,0.45183858743180777,0
1,0,26,8.0,18000,320.0,11600.0,488,1,0.21333333333333335,0.6444444444444445,0
1,1,46,15.0,57235,670.0,15500.0,716,0,0.1404734865030139,0.2708133135319298,1
0,1,59,15.0,60084,760.0,28400.0,665,0,0.1517874975034951,0.4726715931029892,1
0,0,32,0.0,23814,680.0,7200.0,465,1,0.34265558075081887,0.30234315948601664,0
0,0,55,7.0,80111,430.0,48000.0,644,0,0.06441063025052739,0.5991686534932781,1
0,0,34,10.0,34734,610.0,15500.0,596,1,0.21074451546035586,0.44624863246386826,0
1,1,42,12.0,52042,630.0,13200.0,585,0,0.145267284116675,0.25364128972752775,1
0,0,43,7.0,57101,730.0,16000.0,590,1,0.1534123745643684,0.28020525034587834,1
1,0,27,0.0,29905,760.0,11000.0,577,0,0.30496572479518474,0.3678314663099816,1
0,0,60,12.0,95809,1620.0,20200.0,606,0,0.2029036938074711,0.2108361427423311,1
0,0,45,11.0,55791,1290.0,10600.0,580,0,0.2774641071140507,0.1899948020290011,1
1,0,33,6.0,59219,500.0,29000.0,495,1,0.10131883348249718,0.489707695165403,0
1,1,41,13.0,30377,880.0,10700.0,675,0,0.34763143167528066,0.3522401817164302,1
0,0,61,15.0,92308,2120.0,47400.0,690,0,0.27559908133639555,0.5134982883390389,1
1,0,30,3.0,53416,1770.0,11000.0,521,1,0.3976336678148869,0.20593080724876442,1
1,1,29,8.0,18000,300.0,8200.0,535,1,0.2,0.45555555555555555,1
0,1,35,0.0,32775,830.0,12200.0,504,1,0.30389016018306636,0.37223493516399697,0
1,0,22,2.0,26399,760.0,5000.0,495,1,0.34546763134967234,0.18940111367854842,1
1,0,45,9.0,57562,1450.0,24300.0,618,0,0.3022827559848511,0.4221535040478093,1
1,0,33,8.0,66138,2500.0,12700.0,492,1,0.4535970244035199,0.19202274033082342,0
0,1,54,16.0,63236,270.0,35700.0,659,0,0.051236637358466695,0.564551837560883,1
1,0,54,11.0,52685,1190.0,24600.0,668,0,0.2710448894372212,0.4669260700389105,1
0,1,55,12.0,68149,1140.0,29200.0,719,0,0.20073662122701727,0.42847290495825324,1
0,1,58,6.0,74091,1190.0,16100.0,659,0,0.19273595983317812,0.21730034687074004,1
0,0,23,4.0,44303,1580.0,13000.0,475,1,0.42796198903008825,0.2934338532379297,1
0,0,62,18.0,90211,1320.0,35800.0,682,0,0.17558834288501401,0.3968473911163827,1
1,0,26,8.0,37249,1090.0,17400.0,556,1,0.3511503664527907,0.46712663427206097,1
1,0,39,6.0,23316,240.0,5600.0,584,0,0.12352032938754504,0.2401784182535598,1
1,0,23,5.0,40130,1250.0,6200.0,548,1,0.373785198106155,0.1544978818838774,0
0,1,38,3.0,48564,1000.0,15700.0,533,1,0.24709661477637757,0.32328473766576066,1
0,1,59,5.0,51591,930.0,20200.0,702,0,0.2163167994417631,0.3915411602798938,1
0,0,29,4.0,36823,200.0,8900.0,570,0,0.06517665589441382,0.24169676560845124,1
1,1,32,3.0,18000,320.0,7100.0,527,0,0.21333333333333335,0.39444444444444443,1
0,0,25,0.0,43617,610.0,13900.0,561,0,0.16782447210949858,0.3186830822844304,1
1,0,23,5.0,28709,1100.0,10800.0,459,0,0.4597861297850848,0.3761886516423421,1
1,0,31,10.0,45208,970.0,14600.0,578,0,0.2574765528225093,0.32295168996637763,1
0,0,50,13.0,80251,1190.0,37300.0,704,0,0.17794170789149044,0.464791715991078,1
1,1,24,1.0,23823,340.0,5000.0,480,1,0.1712630651051505,0.20988120723670403,1
0,1,25,3.0,36459,260.0,8600.0,611,0,0.08557557804657286,0.23588140102580982,1
1,0,21,0.0,26098,940.0,9600.0,427,1,0.43221702812476054,0.3678442792551153,0
1,0,47,13.0,66665,2230.0,21900.0,637,0,0.40141003525088126,0.32850821270531766,1
0,0,48,5.0,61351,1240.0,21200.0,556,0,0.24253883392283745,0.34555263972877376,1
0,0,49,8.0,69834,2980.0,38500.0,624,0,0.5120714838044506,0.5513073860870064,1
1,1,38,4.0,41618,860.0,24700.0,543,0,0.2479696285261185,0.5934932000576674,1
1,1,32,7.0,20603,660.0,5700.0,528,1,0.38441003737319807,0.2766587390185895,1
0,0,33,4.0,38433,1020.0,21800.0,503,1,0.31847630942159083,0.5672208778913954,0
1,0,61,22.0,86559,1310.0,32800.0,591,0,0.1816102311718019,0.37893228895897596,1
1,0,22,4.0,36221,820.0,10400.0,474,0,0.271665608348748,0.287126252726319,1
1,0,57,12.0,89969,2210.0,57800.0,561,1,0.2947681979348442,0.6424435083195322,0
0,0,65,21.0,86941,680.0,48900.0,627,1,0.09385675343048734,0.5624503973959352,1
1,0,36,5.0,54043,1280.0,35000.0,575,0,0.28421812260607293,0.6476324408341506,1
1,1,44,12.0,45572,1470.0,10700.0,660,0,0.38707978583340646,0.2347932941279733,1
0,1,55,18.0,92646,1290.0,20600.0,753,0,0.16708762385855838,0.22235174751203507,1
0,0,42,14.0,90748,1700.0,36500.0,565,1,0.2247983426631992,0.40221272094150834,1
1,0,56,16.0,55023,540.0,25800.0,670,1,0.11776893299165804,0.46889482580011993,1
0,0,31,11.0,50583,810.0,11900.0,637,0,0.19215942114939802,0.23525690449360456,1
1,0,66,20.0,61797,1040.0,35900.0,643,0,0.2019515510461673,0.5809343495638947,1
0,1,49,12.0,42121,1540.0,17500.0,650,0,0.4387360224116237,0.4154697181928254,1
0,0,55,13.0,57169,1010.0,20300.0,703,0,0.21200300862355473,0.35508754744704296,1
1,0,35,4.0,48688,760.0,22000.0,483,1,0.18731514952349654,0.451856720341768,0
0,0,51,14.0,80243,1600.0,37500.0,532,0,0.23927320763181836,0.46733048365589525,1
0,1,62,18.0,91414,380.0,15700.0,690,0,0.049882950095171415,0.17174612203819983,1
0,0,61,18.0,96294,400.0,62600.0,747,0,0.049847342513552245,0.6500924252809105,1
1,0,63,19.0,91920,640.0,30500.0,640,0,0.0835509138381201,0.3318102697998259,1
0,0,36,8.0,55342,1330.0,10000.0,480,1,0.2883885656463446,0.18069459000397528,1
0,1,30,12.0,45629,950.0,26300.0,579,1,0.2498411098205089,0.5763878235332792,1
1,1,52,11.0,69535,2050.0,45000.0,641,0,0.3537786726109154,0.6471561084346013,1
0,0,22,3.0,35447,200.0,19800.0,522,1,0.06770671707055605,0.5585804158320874,0
1,1,44,9.0,54202,1020.0,31200.0,578,1,0.225821925390207,0.5756245157005276,1
0,1,43,0.0,18000,90.0,8300.0,624,1,0.06,0.46111111111111114,1
1,1,22,0.0,18000,420.0,11000.0,471,1,0.28,0.6111111111111112,1
0,0,58,12.0,89362,630.0,15000.0,636,0,0.08459971800094,0.1678565833351984,1
1,0,51,12.0,57978,1070.0,30900.0,646,0,0.22146331367070268,0.5329607782262238,1
0,0,60,16.0,68455,1570.0,33200.0,679,0,0.2752172960338909,0.4849901395077058,1
0,1,46,12.0,67695,1150.0,11800.0,613,0,0.20385552847329935,0.17431124898441538,1
0,0,49,10.0,67416,280.0,28400.0,714,0,0.04983980064079744,0.42126498160674025,1
0,1,23,0.0,18716,700.0,7600.0,521,1,0.4488138491130583,0.40606967300705277,0
0,0,34,9.0,72009,1140.0,35700.0,569,1,0.18997625296837894,0.4957713619130942,1
0,1,45,7.0,67749,320.0,12800.0,567,0,0.05667980339193199,0.18893267797310662,1
1,1,21,0.0,18000,510.0,9900.0,543,1,0.34,0.55,1
0,0,23,2.0,43268,1250.0,9500.0,556,0,0.3466765276878987,0.21956180086900248,1
0,1,46,15.0,37635,670.0,13500.0,628,0,0.2136309286568354,0.35870864886408926,1
1,0,38,10.0,65720,2380.0,38800.0,574,1,0.4345709068776628,0.5903834449178332,1
1,1,29,5.0,18000,240.0,7700.0,595,0,0.16,0.42777777777777776,1
0,0,58,21.0,73674,1660.0,25000.0,747,0,0.2703803241306295,0.3393327361077178,1
0,0,43,14.0,47176,1220.0,8200.0,647,0,0.3103272850602001,0.17381719518399186,1
0,1,41,7.0,26149,940.0,12700.0,579,0,0.4313740487207924,0.48567822861294885,1
1,0,21,2.0,39963,170.0,25700.0,591,0,0.05104721867727648,0.643094862748042,1
1,1,41,10.0,54573,2390.0,33100.0,607,1,0.5255346050244627,0.6065270371795577,1
0,0,47,11.0,58109,1890.0,29600.0,607,0,0.3903009860778881,0.5093875303309298,1
1,0,62,22.0,100058,2530.0,20300.0,725,0,0.30342401407183833,0.20288232824961522,1
1,0,26,2.0,23860,310.0,6400.0,515,1,0.15590947191953058,0.26823134953897737,1
1,0,64,16.0,86283,1040.0,21000.0,738,0,0.14464031153297868,0.2433851395987622,1
1,0,56,4.0,52212,1240.0,17100.0,578,1,0.28499195587221327,0.32751091703056767,1
0,0,48,8.0,62160,1600.0,16600.0,553,0,0.3088803088803089,0.26705276705276704,1
0,0,65,13.0,73801,1810.0,20100.0,655,1,0.29430495521740896,0.27235403314318235,1
0,0,37,7.0,44182,990.0,20300.0,513,1,0.26888778235480515,0.45946312978135895,0
0,1,60,11.0,76229,1920.0,23600.0,613,0,0.3022471762714977,0.3095934618058744,1
1,1,23,4.0,32057,130.0,15700.0,578,0,0.04866331846398603,0.4897526281311414,1
1,0,32,10.0,42830,780.0,26700.0,592,0,0.21853840765818353,0.6233948167172543,1
0,1,59,16.0,58093,410.0,27300.0,717,0,0.08469178730656017,0.4699361368839619,1
0,0,32,1.0,69954,1430.0,36800.0,573,1,0.24530405695171112,0.5260599822740658,1
0,1,22,2.0,26240,890.0,13800.0,515,1,0.4070121951219512,0.5259146341463414,0
1,1,66,26.0,94745,1110.0,29900.0,694,0,0.14058789382025436,0.3155839358277482,1
0,1,42,15.0,46164,630.0,7300.0,671,0,0.16376397192617625,0.1581318776535829,1
0,0,43,4.0,68182,840.0,12100.0,591,0,0.1478396057610513,0.17746619342348421,1
0,1,50,7.0,72114,990.0,21000.0,633,0,0.16473916299192945,0.29120559114735,1
0,0,25,0.0,18000,470.0,8900.0,517,0,0.31333333333333335,0.49444444444444446,1
1,1,29,0.0,21171,610.0,12800.0,588,0,0.34575598696329884,0.6046006329412876,1
1,0,41,10.0,52834,1880.0,33300.0,517,1,0.426997766589696,0.6302759586629821,0
0,0,31,2.0,69661,750.0,11300.0,547,1,0.1291971117267912,0.16221415139030448,1
1,1,25,0.0,36523,1010.0,23600.0,534,1,0.3318456862798784,0.6461681680037237,1
1,1,55,18.0,52790,1550.0,16400.0,646,0,0.3523394582307255,0.3106648986550483,1
1,0,47,13.0,55563,2080.0,31800.0,571,1,0.4492198045461908,0.5723233086766373,1
0,1,22,0.0,18000,210.0,5000.0,445,1,0.14,0.2777777777777778,1
0,0,44,14.0,73860,310.0,13400.0,636,0,0.050365556458164096,0.18142431627403197,1
0,0,51,15.0,95366,1720.0,32300.0,661,0,0.21642933540255438,0.33869513243713695,1
1,0,53,16.0,74910,3660.0,43400.0,622,0,0.5863035642771326,0.579361900947804,1
0,0,59,14.0,87413,860.0,22800.0,668,0,0.11806024275565419,0.2608307688787709,1
0,0,50,12.0,63228,1630.0,14400.0,626,1,0.3093566141582843,0.22774720060732587,1
0,0,66,11.0,88449,370.0,53500.0,642,1,0.050198419428145034,0.6048683422085044,1
1,0,57,19.0,75636,2950.0,46800.0,653,0,0.4680310963033476,0.6187529747739172,1
0,0,48,8.0,43910,180.0,6900.0,638,0,0.04919152812571168,0.15713960373491231,1
1,0,51,9.0,66670,280.0,34200.0,656,0,0.0503974801259937,0.5129743512824358,1
1,1,31,1.0,25381,550.0,7700.0,529,0,0.2600370355777944,0.3033765415074268,1
0,1,43,17.0,51933,1140.0,17500.0,634,0,0.263416324880134,0.33697263782180886,1
1,0,22,0.0,44544,1560.0,17100.0,518,0,0.4202586206896552,0.3838900862068966,1
0,0,60,20.0,82002,2400.0,29800.0,676,0,0.351210946074486,0.3634057705909612,1
1,0,61,17.0,88809,370.0,36200.0,619,0,0.049994932945985206,0.4076163451902397,1
0,0,47,8.0,58449,1130.0,25800.0,620,0,0.23199712569932762,0.44141046040137555,1
1,1,55,10.0,76722,1060.0,29400.0,627,0,0.16579338390552906,0.3832016892156096,1
1,0,22,0.0,21948,160.0,11000.0,507,1,0.08747949699289229,0.5011846181884454,0
1,0,59,16.0,58304,1470.0,29700.0,716,0,0.3025521405049396,0.5093990120746432,1
1,0,57,18.0,89520,2800.0,33100.0,604,0,0.3753351206434316,0.3697497765862377,1
0,0,41,7.0,74974,960.0,16600.0,564,1,0.15365326646570812,0.2214100888307947,1
1,1,25,0.0,18000,320.0,8500.0,427,1,0.21333333333333335,0.4722222222222222,0
1,1,65,15.0,81846,1490.0,43900.0,744,0,0.21845905725386702,0.5363731886714073,1
1,0,41,4.0,47553,680.0,22300.0,628,0,0.17159800643492523,0.4689504342523079,1
0,0,49,7.0,58307,970.0,25900.0,599,1,0.19963297717255218,0.44420052480834205,1
1,1,40,12.0,59289,840.0,15700.0,641,0,0.1700146738855437,0.26480460119077737,1
1,1,58,13.0,55499,1230.0,26200.0,547,0,0.26595073785113243,0.47208057802843295,1
1,0,40,7.0,50089,750.0,15900.0,616,0,0.1796801692986484,0.31743496576094554,1
0,0,45,8.0,64288,1610.0,39200.0,554,0,0.30052264808362367,0.6097560975609756,1
1,0,22,0.0,27453,410.0,13100.0,600,1,0.1792153862965796,0.47717917896040507,1
0,0,52,15.0,67995,1860.0,19700.0,647,0,0.32825943084050296,0.28972718582248697,1
1,0,46,9.0,82215,1210.0,31800.0,623,0,0.1766101076445904,0.38679073161831784,1
0,0,26,3.0,53646,1440.0,30800.0,487,1,0.32211162062409127,0.5741341386123849,0
1,0,61,22.0,100884,1250.0,32100.0,668,0,0.14868561912691805,0.3181872249316046,1
1,0,23,0.0,42798,1270.0,17700.0,528,1,0.35609140614047385,0.41357072760409364,0
0,1,53,12.0,66425,280.0,32500.0,627,0,0.05058336469702672,0.4892736168611216,1
1,0,21,3.0,24044,500.0,12700.0,483,1,0.2495425054067543,0.5281983031109633,0
0,0,25,7.0,30631,460.0,7300.0,620,0,0.18020959159021907,0.23832065554503606,1
1,0,33,1.0,26658,540.0,11500.0,559,0,0.24307900067521945,0.43139020181559007,1
1,0,39,1.0,27731,250.0,16800.0,532,1,0.10818217878908082,0.6058202012188525,0
1,1,32,5.0,25962,490.0,16500.0,585,0,0.22648486249133348,0.6355442569909868,1
1,0,45,10.0,61517,600.0,29400.0,614,0,0.11704081798527237,0.47791667343986216,1
1,0,55,17.0,87668,1620.0,56300.0,581,1,0.22174567687183466,0.6421955559611261,1
0,1,32,7.0,51936,910.0,22600.0,548,0,0.21025878003696857,0.435150955021565,1
0,0,50,12.0,57141,1380.0,21200.0,573,0,0.2898094188061112,0.37101205789188146,1
1,1,25,6.0,36469,780.0,15500.0,554,1,0.256656338259892,0.4250185088705476,0
1,0,54,11.0,80626,3190.0,16800.0,570,0,0.47478480887058766,0.20836950859524223,1
1,0,42,10.0,52749,830.0,18500.0,613,0,0.18881874537905932,0.35071754914785114,1
1,0,59,11.0,85273,1660.0,32300.0,678,1,0.23360266438380262,0.3787834367267482,1
0,0,33,5.0,57609,3030.0,33100.0,609,0,0.6311513825964693,0.5745630023086671,1
1,1,67,13.0,57124,1060.0,30200.0,766,0,0.2226734822491422,0.5286744625726489,1
0,1,23,0.0,49900,1520.0,22500.0,510,1,0.3655310621242485,0.45090180360721444,0
1,0,40,15.0,53112,1410.0,17200.0,599,0,0.31857207410754634,0.32384395240247027,1
0,0,51,5.0,72989,3220.0,17800.0,536,1,0.5293948403184041,0.24387236432887147,0
0,1,25,1.0,37754,250.0,12200.0,477,1,0.07946177888435663,0.32314456746305026,1
0,1,44,13.0,45211,240.0,22100.0,540,1,0.06370131162770122,0.4888190926986795,1
0,0,60,25.0,100847,970.0,28400.0,679,0,0.11542237250488363,0.28161472329370235,1
1,0,53,14.0,81506,1840.0,29600.0,712,0,0.27090030181827107,0.3631634480897112,1
0,0,28,4.0,26784,290.0,9200.0,634,0,0.12992831541218638,0.34348864994026285,1
0,1,44,10.0,56595,240.0,30200.0,638,0,0.0508878876225815,0.5336160438201255,1
0,0,40,13.0,76612,890.0,45300.0,643,0,0.13940374875998537,0.5912911815381402,1
0,0,36,8.0,66686,1640.0,33300.0,544,1,0.2951144168191224,0.49935518699577125,1
0,1,32,3.0,30535,360.0,9800.0,565,1,0.14147699361388572,0.3209431799574259,1
0,0,33,10.0,73132,2360.0,26800.0,521,1,0.3872449816769677,0.36646064650221516,0
1,0,65,16.0,98866,950.0,21900.0,663,0,0.11530758804846965,0.2215119454615338,1
1,0,62,11.0,76194,1600.0,17800.0,680,0,0.25198834553901883,0.23361419534346536,1
1,0,59,10.0,61492,1040.0,14300.0,622,0,0.20295322968841475,0.2325505756846419,1
0,0,45,9.0,48709,1110.0,10500.0,622,0,0.273460756739001,0.2155659118438071,1
0,0,66,19.0,99030,2350.0,23700.0,679,0,0.2847621932747652,0.2393214177521963,1
1,0,52,17.0,91874,3370.0,23100.0,684,0,0.4401680562509524,0.25143130809587044,1
0,0,44,12.0,64634,1790.0,13300.0,624,0,0.332332827923384,0.20577405080917163,1
0,1,67,19.0,76991,1280.0,36200.0,712,0,0.19950383811094805,0.47018482679793744,1
0,1,64,22.0,99299,2680.0,64100.0,621,0,0.3238703310204534,0.6455251311694982,1
0,0,29,4.0,44494,1260.0,26200.0,510,1,0.3398210994740864,0.5888434395648852,1
0,0,60,11.0,83890,3460.0,14500.0,609,1,0.4949338419358684,0.17284539277625463,1
0,0,43,3.0,45796,880.0,16600.0,583,1,0.23058782426412788,0.3624770722333828,1
1,0,33,11.0,45661,910.0,26500.0,612,0,0.2391537636057029,0.5803639867720812,1
1,0,52,4.0,48440,1640.0,10500.0,589,0,0.40627580511973577,0.21676300578034682,1
1,1,35,5.0,40690,170.0,23300.0,548,0,0.05013516834603097,0.5726222659130007,0
1,0,56,27.0,88427,1660.0,39500.0,724,0,0.2252705621586167,0.4466961448426386,1
1,0,25,4.0,40309,1120.0,24800.0,503,1,0.3334242973033318,0.6152472152621002,1
1,0,42,8.0,45343,1420.0,26700.0,544,0,0.3758022186445537,0.5888450256930507,1
1,1,36,0.0,33970,140.0,16600.0,530,1,0.04945540182513983,0.4886664704150721,1
0,0,61,23.0,104945,780.0,50300.0,701,0,0.08918957549192434,0.4792986802610891,1
0,0,30,9.0,54678,230.0,14000.0,571,1,0.05047734006364534,0.25604447858370827,1
0,0,44,13.0,78904,2330.0,16400.0,652,1,0.35435465882591505,0.2078475108993207,1
1,1,38,7.0,34322,790.0,12300.0,563,1,0.27620768020511627,0.35837072431676475,1
1,1,38,10.0,52911,1850.0,12900.0,588,0,0.4195724896524352,0.24380563587911777,1
0,0,27,3.0,42100,890.0,8500.0,456,0,0.2536817102137767,0.20190023752969122,1
1,0,24,0.0,18000,780.0,5400.0,512,0,0.52,0.3,1
0,0,46,15.0,49615,570.0,28800.0,673,1,0.1378615338103396,0.5804696160435352,1
1,0,25,2.0,18000,310.0,5000.0,470,1,0.20666666666666667,0.2777777777777778,1
0,1,36,9.0,20999,520.0,6200.0,535,0,0.2971570074765465,0.29525215486451734,1
0,1,55,14.0,75313,1030.0,27300.0,629,0,0.16411509301183064,0.3624872200018589,1
0,1,46,13.0,57602,1440.0,23300.0,603,0,0.2999895836950106,0.40449984375542514,1
0,1,38,7.0,47146,930.0,11400.0,549,1,0.236711491961142,0.24180206168073642,1
0,0,49,12.0,68235,1310.0,43100.0,616,0,0.23038030336337656,0.631640653623507,1
0,0,43,10.0,69580,1360.0,30600.0,634,1,0.2345501580914056,0.43978154642138545,1
1,1,34,16.0,57730,1610.0,23700.0,563,1,0.3346613545816733,0.41053178589987877,0
1,0,35,10.0,50714,880.0,7800.0,602,0,0.2082265252198604,0.15380368340103326,1
0,1,53,24.0,84841,820.0,33300.0,704,0,0.11598165981070473,0.39249890972525076,1
1,0,45,10.0,59920,1290.0,34100.0,473,1,0.2583444592790387,0.5690921228304406,1
1,0,41,7.0,67201,970.0,17500.0,562,1,0.17321170815910478,0.2604127914763173,1
0,1,37,3.0,18000,200.0,5900.0,624,0,0.13333333333333333,0.3277777777777778,1
0,0,43,16.0,63553,260.0,10200.0,613,0,0.04909288310543956,0.1604959639985524,1
0,1,63,14.0,86983,2620.0,55500.0,601,0,0.36144993849372864,0.6380557120356851,1
0,1,37,14.0,69094,1900.0,12700.0,636,1,0.3299852375025328,0.18380756650360378,1
1,1,34,2.0,34526,1210.0,20700.0,533,1,0.4205526270057348,0.5995481665990847,0
0,1,49,15.0,64690,1350.0,19800.0,700,0,0.2504251043437935,0.3060751275313031,1
1,0,40,2.0,64538,2040.0,28600.0,526,0,0.37931141343084696,0.44314977222721497,1
1,1,50,11.0,57833,660.0,28300.0,694,0,0.1369460342710909,0.4893399961959435,1
0,0,39,8.0,56769,240.0,12500.0,575,0,0.050731913544364,0.22019059698074653,1
1,0,59,14.0,91381,1220.0,34000.0,554,1,0.16020835841148598,0.3720685919392434,1
0,0,33,5.0,52806,990.0,16500.0,594,1,0.2249744347233269,0.31246449267128734,1
1,0,38,7.0,59377,1450.0,10600.0,598,0,0.2930427606649039,0.17852030247402192,1
0,0,43,13.0,79783,2680.0,45200.0,620,0,0.4030933908226063,0.5665367308825189,1
1,0,66,10.0,70530,1700.0,12200.0,644,0,0.289238621863037,0.1729760385651496,1
1,0,53,11.0,87312,3790.0,41600.0,656,1,0.5208905992303463,0.47645226314824995,1
0,1,59,21.0,54354,1200.0,16700.0,717,0,0.26492990396290983,0.3072450969569857,1
1,0,60,19.0,59944,1310.0,14800.0,711,0,0.26224476177765915,0.24689710396369946,1
1,1,38,13.0,40937,990.0,19800.0,599,0,0.2902020177345678,0.4836700295576129,1
1,1,29,7.0,27819,680.0,12200.0,489,1,0.293324706136094,0.4385491929975916,0
1,1,53,9.0,59451,1460.0,18300.0,620,0,0.29469647272543775,0.30781652116869357,1
1,0,52,16.0,64526,550.0,26200.0,684,0,0.10228435049437436,0.40603787620494064,1
0,1,37,8.0,46656,1370.0,12700.0,656,0,0.3523662551440329,0.2722050754458162,1
0,0,39,17.0,67438,3090.0,39200.0,583,0,0.5498383700584241,0.5812746522731991,1
1,1,47,14.0,81853,980.0,25100.0,595,0,0.1436721928334942,0.3066472823231891,1
0,0,26,5.0,31840,650.0,8700.0,564,1,0.2449748743718593,0.27324120603015073,1
1,1,55,17.0,48503,340.0,25500.0,738,0,0.08411850813351751,0.5257406758344845,1
1,1,57,17.0,83728,2370.0,13300.0,725,0,0.3396713166443723,0.15884769730556086,1
0,0,54,16.0,71832,2040.0,20400.0,632,1,0.34079518877380555,0.28399599064483794,1
0,0,40,7.0,54600,320.0,18400.0,602,1,0.07032967032967033,0.336996336996337,1
1,1,45,12.0,45445,350.0,26900.0,574,0,0.0924194080756959,0.5919243041038618,1
